geoid,0,1,2
14000US36119013500,1.0,1.0,1.0
14000US36119013301,1.0,1.0,1.0
14000US36085024401,2.0,2.0,2.0
14000US34003047400,4.0,3.0,4.0
14000US36005042901,20.0,17.0,2.0
14000US36005018302,20.0,29.0,1.0
14000US36047007400,2.0,1.0,11.0
14000US34035051200,4.0,3.0,4.0
14000US34035052100,4.0,3.0,4.0
14000US36027070301,1.0,1.0,1.0
14000US36081053900,22.0,4.0,2.0
14000US36081068300,3.0,1.0,3.0
14000US34017004101,4.0,3.0,14.0
14000US36061009700,3.0,4.0,31.0
14000US36047074800,5.0,6.0,3.0
14000US36047002100,20.0,34.0,31.0
14000US36061007700,13.0,21.0,12.0
14000US36061023200,8.0,32.0,37.0
14000US34013000800,42.0,17.0,10.0
14000US36059518201,3.0,4.0,3.0
14000US36059519900,3.0,4.0,3.0
14000US34037374700,4.0,3.0,4.0
14000US34037372800,4.0,3.0,4.0
14000US34017013800,4.0,3.0,4.0
14000US34025804500,4.0,3.0,4.0
14000US36081060100,37.0,27.0,37.0
14000US36081029300,8.0,27.0,37.0
14000US36103110300,3.0,4.0,3.0
14000US36103169703,3.0,4.0,3.0
14000US34031124323,4.0,3.0,4.0
14000US36085013800,2.0,2.0,2.0
14000US36119985000,3.0,1.0,3.0
14000US34029732001,4.0,3.0,4.0
14000US34029732002,4.0,3.0,4.0
14000US34013010400,4.0,22.0,26.0
14000US36005026100,1.0,1.0,1.0
14000US36047042700,29.0,7.0,10.0
14000US34017018600,36.0,13.0,30.0
14000US36103122704,3.0,4.0,3.0
14000US34013002000,39.0,22.0,26.0
14000US34027043700,4.0,3.0,4.0
14000US34013011100,4.0,22.0,26.0
14000US34013001400,4.0,22.0,4.0
14000US34013012400,4.0,22.0,26.0
14000US34013011900,4.0,22.0,26.0
14000US34013018000,4.0,3.0,4.0
14000US34013021702,4.0,3.0,4.0
14000US34039038700,4.0,3.0,4.0
14000US34029717300,4.0,3.0,4.0
14000US34025810401,4.0,3.0,4.0
14000US34023008300,4.0,3.0,4.0
14000US36005017100,1.0,5.0,12.0
14000US34003017300,4.0,3.0,4.0
14000US36059411500,3.0,4.0,3.0
14000US36047053400,1.0,1.0,4.0
14000US36047084600,15.0,26.0,17.0
14000US34039032100,4.0,3.0,4.0
14000US34023008800,4.0,3.0,4.0
14000US34013014300,4.0,3.0,4.0
14000US34013009200,4.0,22.0,26.0
14000US34023005200,4.0,3.0,4.0
14000US34017000300,4.0,3.0,4.0
14000US36103158320,3.0,4.0,3.0
14000US36119002300,1.0,1.0,1.0
14000US34025811401,4.0,3.0,4.0
14000US34023009000,4.0,3.0,4.0
14000US36061006800,3.0,4.0,11.0
14000US36061024500,23.0,4.0,7.0
14000US36103146102,3.0,4.0,3.0
14000US36103158803,3.0,4.0,3.0
14000US36103147200,3.0,4.0,3.0
14000US36059521302,3.0,4.0,3.0
14000US36047117800,24.0,14.0,27.0
14000US36081000200,24.0,7.0,27.0
14000US36103159107,3.0,4.0,3.0
14000US36103146607,3.0,4.0,3.0
14000US34013018900,4.0,22.0,4.0
14000US34017005400,4.0,3.0,14.0
14000US34017012800,42.0,3.0,4.0
14000US34017019100,5.0,5.0,4.0
14000US36103112212,3.0,4.0,3.0
14000US34003030200,4.0,3.0,4.0
14000US36087012300,1.0,1.0,1.0
14000US34003054100,4.0,3.0,4.0
14000US36119001200,1.0,1.0,1.0
14000US36081005400,3.0,4.0,3.0
14000US34025810501,4.0,3.0,4.0
14000US36061018900,26.0,28.0,39.0
14000US34023001200,4.0,3.0,4.0
14000US36085000700,2.0,2.0,2.0
14000US36047083000,26.0,4.0,1.0
14000US36081004700,33.0,33.0,35.0
14000US36081015700,14.0,21.0,35.0
14000US34017005500,4.0,3.0,14.0
14000US36103146612,3.0,4.0,3.0
14000US36103147702,3.0,4.0,3.0
14000US34037373900,4.0,3.0,4.0
14000US34025806201,4.0,3.0,4.0
14000US36085027301,2.0,2.0,2.0
14000US36085003900,2.0,2.0,2.0
14000US36081077904,6.0,12.0,12.0
14000US36059409700,3.0,4.0,3.0
14000US36059409000,3.0,4.0,3.0
14000US34023002604,4.0,3.0,4.0
14000US34023007500,4.0,3.0,4.0
14000US36047007500,20.0,10.0,10.0
14000US34031124601,4.0,3.0,4.0
14000US36081008500,3.0,4.0,3.0
14000US36061020300,3.0,32.0,16.0
14000US36047050100,43.0,7.0,23.0
14000US36047035200,1.0,1.0,1.0
14000US36103135004,3.0,4.0,3.0
14000US36103158202,3.0,4.0,3.0
14000US36005006700,2.0,14.0,2.0
14000US36005020601,1.0,1.0,2.0
14000US34039035100,4.0,3.0,4.0
14000US34025811502,4.0,3.0,4.0
14000US34003030400,4.0,3.0,4.0
14000US36059416100,3.0,4.0,3.0
14000US34025811102,4.0,3.0,4.0
14000US36061023100,20.0,34.0,11.0
14000US36103146611,3.0,4.0,3.0
14000US36085013201,2.0,2.0,2.0
14000US36085012100,2.0,2.0,2.0
14000US36081005800,3.0,4.0,3.0
14000US36085009602,2.0,2.0,2.0
14000US36085000800,2.0,2.0,2.0
14000US34039038800,4.0,3.0,4.0
14000US34023001412,4.0,3.0,4.0
14000US36119002101,1.0,1.0,1.0
14000US36087011403,1.0,1.0,1.0
14000US36087011602,1.0,1.0,1.0
14000US36071013400,1.0,1.0,1.0
14000US36005023703,10.0,32.0,14.0
14000US36103146106,3.0,4.0,3.0
14000US34017010800,4.0,3.0,14.0
14000US34017005600,4.0,3.0,14.0
14000US36085015602,2.0,2.0,2.0
14000US36119012101,1.0,1.0,1.0
14000US36071000100,1.0,1.0,1.0
14000US36005042500,1.0,1.0,1.0
14000US36005017701,1.0,28.0,1.0
14000US36081156700,3.0,4.0,3.0
14000US36047113000,8.0,4.0,3.0
14000US36103159105,3.0,4.0,3.0
14000US36005020502,1.0,1.0,10.0
14000US36005046201,1.0,1.0,1.0
14000US34039039400,4.0,3.0,4.0
14000US36081009700,38.0,38.0,1.0
14000US36047056100,33.0,31.0,31.0
14000US36061004700,1.0,21.0,31.0
14000US34031246203,4.0,3.0,4.0
14000US34003033100,4.0,3.0,4.0
14000US34003028001,4.0,3.0,4.0
14000US34023006001,4.0,3.0,4.0
14000US36081045500,3.0,28.0,32.0
14000US34031181300,4.0,3.0,4.0
14000US34031125100,4.0,3.0,4.0
14000US36059415000,3.0,4.0,3.0
14000US36103147004,3.0,4.0,3.0
14000US36047052300,13.0,11.0,25.0
14000US36005013100,10.0,1.0,5.0
14000US34029732101,4.0,3.0,4.0
14000US34039039800,4.0,3.0,4.0
14000US34025811600,4.0,3.0,4.0
14000US36059413300,3.0,4.0,3.0
14000US36059301600,3.0,4.0,3.0
14000US36081019200,2.0,20.0,3.0
14000US34029725001,4.0,3.0,4.0
14000US36081017900,1.0,23.0,2.0
14000US36047037900,3.0,39.0,40.0
14000US34039031904,4.0,3.0,4.0
14000US36103158712,3.0,4.0,3.0
14000US34031175302,4.0,3.0,4.0
14000US34013000900,4.0,22.0,26.0
14000US34013004801,4.0,22.0,4.0
14000US34023000902,4.0,3.0,4.0
14000US36081026100,30.0,4.0,3.0
14000US36061024301,26.0,29.0,17.0
14000US36027010000,1.0,1.0,1.0
14000US36081008800,3.0,4.0,3.0
14000US36103111601,3.0,4.0,3.0
14000US36081147100,3.0,4.0,3.0
14000US36119014808,1.0,1.0,1.0
14000US36119014805,1.0,1.0,1.0
14000US34013001000,4.0,22.0,14.0
14000US36103134902,3.0,4.0,3.0
14000US34013010500,4.0,22.0,4.0
14000US36061006900,3.0,4.0,3.0
14000US34003006300,36.0,3.0,4.0
14000US34025801000,4.0,3.0,4.0
14000US36081027900,3.0,16.0,32.0
14000US34003043001,4.0,3.0,4.0
14000US34003043002,4.0,3.0,4.0
14000US36005005100,1.0,1.0,1.0
14000US36005023302,7.0,28.0,32.0
14000US36061005502,20.0,29.0,41.0
14000US36047036002,2.0,2.0,2.0
14000US36061008100,6.0,32.0,1.0
14000US34039030702,4.0,3.0,4.0
14000US36087011200,1.0,1.0,1.0
14000US36081007300,27.0,23.0,2.0
14000US36047079200,14.0,1.0,6.0
14000US36081020800,3.0,4.0,3.0
14000US36059519300,3.0,4.0,3.0
14000US36059304002,3.0,4.0,3.0
14000US36103169901,3.0,4.0,3.0
14000US36103190704,3.0,4.0,3.0
14000US36103147601,3.0,4.0,3.0
14000US36103147503,3.0,4.0,3.0
14000US36119007402,1.0,1.0,1.0
14000US36061018300,5.0,5.0,13.0
14000US36059521100,3.0,4.0,3.0
14000US34013017700,4.0,3.0,4.0
14000US34031180100,4.0,3.0,4.0
14000US34039038601,4.0,3.0,4.0
14000US36081059400,2.0,2.0,2.0
14000US36005041300,3.0,4.0,3.0
14000US36005014400,1.0,1.0,1.0
14000US34017010400,4.0,3.0,14.0
14000US34017006500,4.0,3.0,14.0
14000US34035050100,4.0,3.0,4.0
14000US34003054300,4.0,3.0,4.0
14000US36103112213,3.0,4.0,3.0
14000US36081010100,8.0,1.0,7.0
14000US36061004200,41.0,38.0,23.0
14000US36103135201,3.0,4.0,3.0
14000US34003036100,4.0,3.0,4.0
14000US36103145701,3.0,4.0,3.0
14000US36103146403,3.0,4.0,3.0
14000US36103135301,3.0,4.0,3.0
14000US34029728000,4.0,3.0,4.0
14000US34013008700,4.0,22.0,26.0
14000US36081029400,1.0,4.0,3.0
14000US36081056800,3.0,4.0,3.0
14000US34017015802,4.0,3.0,4.0
14000US34017017700,4.0,3.0,4.0
14000US36061018700,3.0,34.0,11.0
14000US34013012100,4.0,22.0,26.0
14000US36059415700,3.0,4.0,3.0
14000US36059414304,3.0,4.0,3.0
14000US34039031200,4.0,3.0,4.0
14000US34023006703,4.0,3.0,4.0
14000US34029713401,4.0,3.0,4.0
14000US34017004500,4.0,3.0,14.0
14000US36087011405,1.0,1.0,1.0
14000US36119003900,1.0,1.0,1.0
14000US36081049302,2.0,20.0,3.0
14000US36081027700,8.0,20.0,28.0
14000US34013000700,4.0,22.0,26.0
14000US34013023100,4.0,22.0,26.0
14000US36059406501,3.0,4.0,3.0
14000US36059406400,3.0,4.0,3.0
14000US34023007804,4.0,3.0,4.0
14000US34035053402,4.0,3.0,4.0
14000US36081071305,1.0,1.0,3.0
14000US36061005000,33.0,33.0,20.0
14000US34003013002,4.0,3.0,4.0
14000US36081014700,22.0,4.0,3.0
14000US36061011402,1.0,4.0,1.0
14000US36081063800,3.0,4.0,3.0
14000US36059522700,3.0,4.0,3.0
14000US36059405500,3.0,4.0,3.0
14000US34027044601,4.0,3.0,4.0
14000US36081093402,2.0,2.0,3.0
14000US36081107201,2.0,2.0,3.0
14000US36061027500,14.0,36.0,34.0
14000US36081119100,13.0,4.0,12.0
14000US36081077908,3.0,4.0,3.0
14000US34003031200,4.0,3.0,4.0
14000US34027043401,4.0,3.0,4.0
14000US36005015700,1.0,1.0,32.0
14000US36061009000,1.0,25.0,23.0
14000US36061015900,21.0,4.0,16.0
14000US36047016200,3.0,4.0,3.0
14000US36047035000,22.0,35.0,1.0
14000US36047028000,7.0,35.0,27.0
14000US36005034500,1.0,1.0,1.0
14000US36119010901,1.0,1.0,1.0
14000US36103158804,3.0,4.0,3.0
14000US36103158704,3.0,4.0,3.0
14000US36061017700,35.0,32.0,23.0
14000US36081011000,1.0,1.0,18.0
14000US34023000901,4.0,3.0,4.0
14000US36103145605,3.0,4.0,3.0
14000US36119001101,1.0,1.0,1.0
14000US36119003800,1.0,1.0,1.0
14000US36081014300,17.0,31.0,23.0
14000US36081005500,21.0,4.0,3.0
14000US36047079601,1.0,21.0,31.0
14000US34023002301,4.0,3.0,4.0
14000US34039036301,4.0,3.0,4.0
14000US36005003800,1.0,1.0,1.0
14000US36005020000,1.0,1.0,1.0
14000US34023007402,4.0,3.0,4.0
14000US36085018902,2.0,2.0,2.0
14000US36085021300,2.0,2.0,2.0
14000US36061001501,3.0,1.0,3.0
14000US36081028300,20.0,16.0,41.0
14000US34017007200,4.0,3.0,4.0
14000US36061017100,3.0,16.0,20.0
14000US36047003500,1.0,25.0,3.0
14000US36061019701,1.0,32.0,3.0
14000US34025805100,4.0,3.0,4.0
14000US34025806400,4.0,3.0,4.0
14000US36027160005,1.0,1.0,1.0
14000US36027221001,1.0,1.0,1.0
14000US36103146203,3.0,4.0,3.0
14000US34031154002,4.0,3.0,4.0
14000US36047020000,2.0,2.0,2.0
14000US36047060800,1.0,2.0,2.0
14000US34003046200,4.0,3.0,4.0
14000US34031175602,4.0,3.0,4.0
14000US34031175701,4.0,3.0,4.0
14000US34039034300,4.0,3.0,4.0
14000US34013023000,4.0,22.0,26.0
14000US34017015002,4.0,3.0,4.0
14000US34039033100,4.0,3.0,4.0
14000US34013020700,4.0,3.0,4.0
14000US34013020500,10.0,4.0,10.0
14000US36081012100,21.0,35.0,28.0
14000US34039036400,4.0,3.0,4.0
14000US34013008100,4.0,3.0,4.0
14000US36081034700,1.0,4.0,24.0
14000US36005006400,1.0,1.0,1.0
14000US36119005902,1.0,1.0,1.0
14000US34029713600,4.0,3.0,4.0
14000US34023000603,4.0,3.0,4.0
14000US34023001504,4.0,3.0,4.0
14000US36005002000,14.0,1.0,1.0
14000US36081144100,3.0,7.0,35.0
14000US34039038602,4.0,3.0,4.0
14000US34039033800,4.0,3.0,4.0
14000US34025811301,4.0,3.0,4.0
14000US36061014401,1.0,4.0,1.0
14000US36059415802,3.0,4.0,3.0
14000US34003038100,4.0,3.0,4.0
14000US36103190603,3.0,4.0,3.0
14000US34029713203,4.0,3.0,4.0
14000US34013021100,4.0,3.0,4.0
14000US36081038302,3.0,4.0,3.0
14000US36005033500,1.0,1.0,3.0
14000US36081007100,32.0,13.0,15.0
14000US34003037202,4.0,3.0,4.0
14000US34003040002,4.0,3.0,4.0
14000US36119014300,1.0,1.0,1.0
14000US36047079801,2.0,13.0,31.0
14000US36047003300,10.0,25.0,3.0
14000US36119014606,1.0,1.0,1.0
14000US36119008500,1.0,1.0,1.0
14000US36059404400,3.0,4.0,3.0
14000US34017011600,4.0,3.0,14.0
14000US34017010700,4.0,3.0,14.0
14000US34029723500,4.0,3.0,4.0
14000US34029722002,4.0,3.0,4.0
14000US36061026300,8.0,2.0,10.0
14000US36061022700,8.0,4.0,3.0
14000US36047025200,20.0,2.0,2.0
14000US36081028900,23.0,4.0,9.0
14000US36047070201,2.0,2.0,3.0
14000US36047067200,2.0,2.0,12.0
14000US36081047200,3.0,34.0,3.0
14000US36005012901,12.0,1.0,1.0
14000US34035052603,4.0,3.0,4.0
14000US36047019100,3.0,4.0,3.0
14000US34027043303,4.0,3.0,4.0
14000US34027041300,4.0,3.0,4.0
14000US36005025500,5.0,24.0,30.0
14000US36061008300,5.0,34.0,11.0
14000US34013011300,39.0,22.0,26.0
14000US34013020600,4.0,3.0,4.0
14000US34003006201,4.0,3.0,4.0
14000US34003009100,4.0,3.0,4.0
14000US36047026100,1.0,11.0,9.0
14000US34035053707,4.0,3.0,4.0
14000US34035053704,4.0,3.0,4.0
14000US36005007700,31.0,1.0,1.0
14000US36061019300,21.0,17.0,31.0
14000US36087010901,1.0,1.0,1.0
14000US36061015100,3.0,4.0,3.0
14000US36081064102,3.0,4.0,3.0
14000US36085012806,2.0,2.0,2.0
14000US36085006400,2.0,2.0,2.0
14000US36061015400,19.0,21.0,6.0
14000US36061009400,1.0,1.0,1.0
14000US36061004500,1.0,7.0,11.0
14000US36047079802,1.0,7.0,3.0
14000US36081041100,20.0,1.0,1.0
14000US36061004800,18.0,32.0,34.0
14000US34017018701,4.0,3.0,4.0
14000US34019011600,4.0,3.0,4.0
14000US34019011302,4.0,3.0,4.0
14000US34003051400,4.0,3.0,4.0
14000US34027041603,4.0,3.0,4.0
14000US34027041200,4.0,3.0,4.0
14000US36005015200,1.0,1.0,1.0
14000US36119007900,1.0,1.0,1.0
14000US36081099701,3.0,4.0,3.0
14000US36081103900,3.0,4.0,3.0
14000US34039033600,4.0,3.0,4.0
14000US36047000501,3.0,4.0,28.0
14000US36103158403,3.0,4.0,3.0
14000US36061014802,1.0,7.0,1.0
14000US34003037201,4.0,3.0,4.0
14000US34003021200,4.0,3.0,4.0
14000US34025809400,4.0,3.0,4.0
14000US34025808702,4.0,3.0,4.0
14000US34031180600,26.0,3.0,4.0
14000US34023009100,4.0,3.0,4.0
14000US36047082600,23.0,36.0,2.0
14000US36047024900,23.0,36.0,25.0
14000US36119007500,1.0,1.0,1.0
14000US36059518400,3.0,4.0,3.0
14000US36061027700,26.0,15.0,25.0
14000US36061024302,10.0,15.0,32.0
14000US36005001900,10.0,1.0,1.0
14000US36079011500,1.0,1.0,1.0
14000US36079010500,1.0,1.0,1.0
14000US36047042000,1.0,3.0,4.0
14000US34013007200,4.0,3.0,4.0
14000US36103146608,3.0,4.0,3.0
14000US36081058200,3.0,4.0,3.0
14000US36061030900,6.0,2.0,2.0
14000US36005026900,1.0,21.0,2.0
14000US36059411400,3.0,4.0,3.0
14000US34039037900,4.0,3.0,4.0
14000US36059519500,3.0,4.0,3.0
14000US36059981100,3.0,4.0,3.0
14000US36059520600,3.0,4.0,3.0
14000US36047051900,44.0,39.0,5.0
14000US34029715800,4.0,3.0,4.0
14000US34029715000,4.0,3.0,4.0
14000US36005038500,8.0,1.0,10.0
14000US36059409900,3.0,4.0,3.0
14000US34029725002,4.0,3.0,4.0
14000US34027041601,4.0,3.0,4.0
14000US34031182700,4.0,3.0,4.0
14000US34017006700,4.0,3.0,14.0
14000US36119010902,1.0,1.0,1.0
14000US36081157101,3.0,4.0,3.0
14000US36071001500,1.0,1.0,1.0
14000US36071002200,1.0,1.0,1.0
14000US36059519702,3.0,4.0,3.0
14000US36061003400,15.0,40.0,13.0
14000US36081035100,3.0,4.0,7.0
14000US36081087100,3.0,4.0,3.0
14000US34027045703,4.0,3.0,4.0
14000US34027042800,4.0,3.0,4.0
14000US36085005900,2.0,2.0,2.0
14000US36085016901,2.0,2.0,2.0
14000US34037374000,4.0,3.0,4.0
14000US34017014900,4.0,3.0,4.0
14000US36059303700,3.0,4.0,3.0
14000US36081118100,3.0,4.0,3.0
14000US36061016300,14.0,32.0,34.0
14000US36027030000,1.0,1.0,1.0
14000US36061003001,8.0,25.0,28.0
14000US34023005602,4.0,3.0,4.0
14000US34023005500,4.0,3.0,4.0
14000US34003023502,4.0,3.0,4.0
14000US34003016000,4.0,3.0,4.0
14000US36059410200,3.0,4.0,3.0
14000US34013001900,4.0,22.0,26.0
14000US34013004100,4.0,22.0,26.0
14000US34029714000,4.0,3.0,4.0
14000US36005016000,1.0,1.0,1.0
14000US34025810600,4.0,3.0,4.0
14000US34019010400,4.0,3.0,4.0
14000US42103950201,3.0,4.0,3.0
14000US42103950301,3.0,1.0,3.0
14000US36047063600,7.0,21.0,12.0
14000US36085024800,2.0,2.0,2.0
14000US34023006203,4.0,3.0,4.0
14000US34023001701,4.0,3.0,4.0
14000US36071001600,1.0,1.0,1.0
14000US34029710100,4.0,3.0,4.0
14000US36085002900,2.0,2.0,2.0
14000US36085018100,2.0,2.0,2.0
14000US34013018400,4.0,22.0,26.0
14000US34013000100,4.0,22.0,26.0
14000US36005025000,1.0,1.0,1.0
14000US36087010803,1.0,1.0,1.0
14000US36087010802,1.0,1.0,1.0
14000US34017007000,4.0,3.0,14.0
14000US34025808002,4.0,3.0,4.0
14000US36103146205,3.0,4.0,3.0
14000US34017010100,4.0,3.0,14.0
14000US34025809902,4.0,3.0,4.0
14000US36005042100,10.0,30.0,3.0
14000US34035050704,4.0,3.0,4.0
14000US36005021601,14.0,4.0,1.0
14000US36047020400,2.0,4.0,2.0
14000US36085017300,2.0,2.0,2.0
14000US36005038700,10.0,11.0,3.0
14000US36081046000,1.0,4.0,3.0
14000US36005014500,18.0,32.0,3.0
14000US34025810503,4.0,3.0,4.0
14000US36085027705,2.0,2.0,2.0
14000US36085013203,2.0,2.0,2.0
14000US36061002800,26.0,32.0,8.0
14000US36027150003,1.0,1.0,1.0
14000US34031143400,4.0,3.0,4.0
14000US36047041700,17.0,41.0,39.0
14000US36059408200,3.0,4.0,3.0
14000US36061009500,3.0,4.0,3.0
14000US36119008700,1.0,1.0,1.0
14000US36103122603,3.0,4.0,3.0
14000US36103122801,3.0,4.0,3.0
14000US34031236602,4.0,3.0,4.0
14000US34031246104,4.0,3.0,4.0
14000US36103135403,3.0,4.0,3.0
14000US36059520401,3.0,4.0,3.0
14000US34025812200,4.0,3.0,4.0
14000US34025805300,4.0,3.0,4.0
14000US34039038101,4.0,3.0,4.0
14000US36047030300,1.0,1.0,1.0
14000US36119005901,1.0,1.0,1.0
14000US36005026400,1.0,1.0,1.0
14000US36087011301,1.0,1.0,1.0
14000US36087013100,1.0,1.0,1.0
14000US34013005200,39.0,22.0,26.0
14000US36059412900,3.0,4.0,3.0
14000US36103158608,3.0,4.0,3.0
14000US36005006900,2.0,1.0,5.0
14000US36061018000,25.0,1.0,20.0
14000US34027043200,4.0,3.0,4.0
14000US36059409100,3.0,4.0,3.0
14000US36047016300,32.0,23.0,34.0
14000US36059413600,3.0,4.0,3.0
14000US36059416402,3.0,4.0,3.0
14000US34023002605,4.0,3.0,4.0
14000US34023003101,4.0,3.0,4.0
14000US36005034800,1.0,1.0,5.0
14000US36119009000,1.0,1.0,1.0
14000US36119009702,1.0,1.0,1.0
14000US36059407302,3.0,4.0,3.0
14000US34013019100,1.0,4.0,3.0
14000US36061013800,28.0,13.0,40.0
14000US36081014100,8.0,25.0,28.0
14000US36061000700,2.0,2.0,2.0
14000US34039039500,4.0,3.0,4.0
14000US36081048900,42.0,28.0,35.0
14000US34023006205,4.0,3.0,4.0
14000US34023006701,4.0,3.0,4.0
14000US34003027000,4.0,3.0,4.0
14000US34003054600,4.0,3.0,4.0
14000US34013014800,4.0,3.0,4.0
14000US34003003300,4.0,3.0,4.0
14000US36047006700,12.0,13.0,31.0
14000US34017014700,4.0,3.0,4.0
14000US34017002300,4.0,3.0,14.0
14000US34013003100,4.0,22.0,26.0
14000US36081061400,3.0,32.0,16.0
14000US36061020102,45.0,26.0,17.0
14000US34017018702,27.0,33.0,4.0
14000US34037372700,4.0,3.0,4.0
14000US34037372500,4.0,3.0,4.0
14000US36081061602,28.0,4.0,3.0
14000US36047006300,9.0,14.0,12.0
14000US36047056900,12.0,14.0,17.0
14000US36085012805,2.0,2.0,2.0
14000US36085013400,2.0,2.0,2.0
14000US36081091900,43.0,27.0,3.0
14000US36081080301,3.0,1.0,3.0
14000US36081023800,13.0,4.0,8.0
14000US36079011100,1.0,1.0,1.0
14000US36087010601,1.0,1.0,1.0
14000US36119005300,1.0,1.0,1.0
14000US36081091601,3.0,4.0,3.0
14000US36081054900,42.0,28.0,35.0
14000US34039031903,4.0,3.0,4.0
14000US34023007301,4.0,3.0,4.0
14000US36071014101,1.0,1.0,1.0
14000US34003019103,4.0,3.0,4.0
14000US36081060800,34.0,1.0,9.0
14000US36081138501,3.0,4.0,3.0
14000US36047080000,33.0,24.0,15.0
14000US36005029302,1.0,25.0,1.0
14000US36081040900,41.0,1.0,1.0
14000US36047006500,2.0,2.0,2.0
14000US36047011400,1.0,2.0,2.0
14000US34031180201,4.0,3.0,4.0
14000US34039031000,4.0,3.0,4.0
14000US36085014606,2.0,2.0,2.0
14000US36085029103,2.0,2.0,2.0
14000US34037372900,4.0,3.0,4.0
14000US34003023401,4.0,3.0,4.0
14000US34031124700,4.0,3.0,4.0
14000US34017016900,4.0,3.0,4.0
14000US34023006606,4.0,3.0,4.0
14000US34023006500,4.0,3.0,4.0
14000US36059518100,3.0,4.0,3.0
14000US36081006300,32.0,30.0,8.0
14000US36119008301,1.0,1.0,1.0
14000US36081027300,21.0,17.0,3.0
14000US36047051002,9.0,1.0,7.0
14000US34003051100,4.0,28.0,4.0
14000US36081097203,2.0,2.0,2.0
14000US36047111600,2.0,28.0,35.0
14000US36081024300,37.0,27.0,1.0
14000US34013002400,4.0,22.0,26.0
14000US34003033300,4.0,3.0,4.0
14000US36059415401,3.0,4.0,3.0
14000US36061006500,23.0,36.0,25.0
14000US34017002800,4.0,3.0,4.0
14000US36059412400,3.0,4.0,3.0
14000US36059409200,3.0,4.0,3.0
14000US36047014100,32.0,1.0,1.0
14000US34025805001,4.0,3.0,4.0
14000US36047018300,43.0,7.0,23.0
14000US36085031902,2.0,2.0,2.0
14000US34017019300,4.0,3.0,4.0
14000US36103201004,3.0,4.0,3.0
14000US36059413804,3.0,4.0,3.0
14000US34025803100,4.0,3.0,4.0
14000US34017017800,4.0,3.0,37.0
14000US36081035800,3.0,4.0,3.0
14000US36081025400,3.0,4.0,3.0
14000US36081157901,3.0,4.0,3.0
14000US36059303000,3.0,4.0,3.0
14000US36061001600,23.0,1.0,25.0
14000US34039030400,4.0,3.0,4.0
14000US36081071701,14.0,4.0,3.0
14000US36081141700,3.0,4.0,3.0
14000US36005022200,2.0,25.0,1.0
14000US34017014400,4.0,3.0,4.0
14000US34029723300,4.0,3.0,4.0
14000US36085023100,2.0,2.0,2.0
14000US36085027706,2.0,2.0,2.0
14000US36061017300,17.0,34.0,11.0
14000US36005014100,40.0,29.0,10.0
14000US34025808500,4.0,3.0,4.0
14000US36005020100,3.0,16.0,32.0
14000US34039033400,4.0,3.0,4.0
14000US36027170000,1.0,1.0,1.0
14000US34003009200,4.0,3.0,4.0
14000US36061008700,21.0,17.0,10.0
14000US36061023300,10.0,31.0,12.0
14000US34017019000,4.0,3.0,14.0
14000US36061012900,41.0,4.0,31.0
14000US36061023802,42.0,7.0,1.0
14000US36061003602,9.0,10.0,33.0
14000US36047006900,13.0,1.0,12.0
14000US34029715700,4.0,3.0,4.0
14000US36081061900,3.0,4.0,3.0
14000US34017006300,4.0,3.0,14.0
14000US34017004300,30.0,18.0,14.0
14000US36047022700,32.0,10.0,34.0
14000US36081000700,32.0,10.0,36.0
14000US36047009600,2.0,2.0,2.0
14000US36061013900,45.0,41.0,21.0
14000US36061006400,3.0,2.0,21.0
14000US36061018400,1.0,1.0,1.0
14000US36081031700,32.0,20.0,12.0
14000US36081036100,22.0,28.0,32.0
14000US36087012600,1.0,1.0,1.0
14000US36087011303,1.0,1.0,1.0
14000US36047056500,29.0,24.0,33.0
14000US34023001901,4.0,3.0,4.0
14000US36081018300,14.0,6.0,10.0
14000US36059302200,3.0,4.0,3.0
14000US36027020003,1.0,1.0,1.0
14000US36027080104,1.0,1.0,1.0
14000US36085009601,2.0,2.0,2.0
14000US36085014604,2.0,2.0,2.0
14000US34029738100,4.0,3.0,4.0
14000US36119014901,1.0,1.0,1.0
14000US36059404500,3.0,4.0,3.0
14000US36059982100,3.0,4.0,3.0
14000US36071000600,1.0,1.0,1.0
14000US34025809600,4.0,3.0,4.0
14000US34025810004,4.0,3.0,4.0
14000US36059520100,3.0,4.0,3.0
14000US34003020100,4.0,3.0,4.0
14000US34039037000,4.0,3.0,4.0
14000US34039036600,4.0,3.0,4.0
14000US36081045900,3.0,13.0,12.0
14000US34017013200,4.0,3.0,4.0
14000US36047050500,41.0,38.0,29.0
14000US36081005900,41.0,16.0,31.0
14000US36061014900,10.0,25.0,7.0
14000US36103110200,3.0,4.0,3.0
14000US36103110102,3.0,4.0,3.0
14000US34013001100,4.0,3.0,4.0
14000US34023008604,4.0,3.0,4.0
14000US34013008200,4.0,3.0,4.0
14000US36103158011,3.0,4.0,3.0
14000US34025801600,4.0,3.0,4.0
14000US36103123801,3.0,4.0,3.0
14000US36103123600,3.0,4.0,3.0
14000US36059407900,3.0,4.0,3.0
14000US34031256802,4.0,3.0,4.0
14000US34031236601,4.0,3.0,4.0
14000US36047074600,2.0,2.0,1.0
14000US36005041800,9.0,1.0,1.0
14000US34003023200,4.0,3.0,4.0
14000US36081086400,3.0,4.0,3.0
14000US34031182400,4.0,3.0,4.0
14000US34003017100,14.0,3.0,4.0
